File,Species,Time
SwiftOne_20250529_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250529_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250529_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250529_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250529_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250529_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250529_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250529_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250529_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250529_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250529_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250529_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_163000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_164500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_164500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_164500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_170000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_170000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_170000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_170000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_170000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_170000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_170000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_170000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_170000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_170000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_171500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_171500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_171500(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250530_173000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_173000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_174500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_174500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_174500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_174500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_174500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_174500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_180001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_180001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_180001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_180001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_183001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_183001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_183001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_183001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_183001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_183001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_184501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_184501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_184501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_184501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_184501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_184501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_184501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_190001(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250530_190001(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250530_191501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250531_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_163000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_163000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_163000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_163000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_163000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_163000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_163000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_164500(UTC-3).BirdNET.selection.table.txt,Ceara Gnateater,Unknown
SwiftOne_20250531_164500(UTC-3).BirdNET.selection.table.txt,Ceara Gnateater,Unknown
SwiftOne_20250531_164500(UTC-3).BirdNET.selection.table.txt,Ceara Gnateater,Unknown
SwiftOne_20250531_164500(UTC-3).BirdNET.selection.table.txt,Ceara Gnateater,Unknown
SwiftOne_20250531_164500(UTC-3).BirdNET.selection.table.txt,Ceara Gnateater,Unknown
SwiftOne_20250531_164500(UTC-3).BirdNET.selection.table.txt,Ceara Gnateater,Unknown
SwiftOne_20250531_164500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_164500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_164500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_170000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_170000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_171500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_171500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_173000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_173000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_173000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_173000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_173000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_173000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_173000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_173000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_173000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_173000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_173000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_173000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_174500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_174500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_174500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_174500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_180001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_180001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_180001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_180001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_180001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_180001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_180001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_180001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_181501(UTC-3).BirdNET.selection.table.txt,Ceara Gnateater,Unknown
SwiftOne_20250531_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_181501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_181501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250531_183001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_183001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_183001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_183001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_183001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_183001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_183001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_183001(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250531_183001(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250531_183001(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250531_183001(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250531_183001(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250531_183001(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250531_184501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_184501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_184501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250531_184501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250531_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250531_191501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250601_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250601_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250601_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250601_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250601_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250601_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250601_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250601_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250601_163000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250601_163000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250601_163000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250601_163000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250601_163000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250601_163000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250601_163000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250601_164500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
