File,Species,Time
SwiftOne_20250706_183001(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250706_184501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250706_184501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250706_184501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250706_184501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250706_184501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250706_184501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250706_184501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250706_184501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250706_184501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250706_184501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250706_184501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250706_184501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250706_184501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250706_184501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250706_184501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250706_184501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250706_184501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250706_184501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250706_184501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250706_184501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250706_184501(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250706_190001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250706_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250706_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250706_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250706_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250706_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250706_191501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250205_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250205_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250205_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250205_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250205_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250205_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250205_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250205_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250205_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250205_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250205_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250205_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250205_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250205_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250205_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250205_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250205_163000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250205_163000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250205_164500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250205_164500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250205_164500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250205_170000(UTC-3).BirdNET.selection.table.txt,Amazonian Motmot,Unknown
SwiftOne_20250205_174500(UTC-3).BirdNET.selection.table.txt,Amazonian Motmot,Unknown
SwiftOne_20250205_190001(UTC-3).BirdNET.selection.table.txt,Amazonian Motmot,Unknown
SwiftOne_20250206_063001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_064501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_064501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_070001(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250206_071501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_073001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_083001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_083001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_083001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_083001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_083001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_083001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_083001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_083001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_083001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_083001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250206_184501(UTC-3).BirdNET.selection.table.txt,Amazonian Motmot,Unknown
SwiftOne_20250206_191501(UTC-3).BirdNET.selection.table.txt,Amazonian Motmot,Unknown
SwiftOne_20250207_054500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_054500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_054500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_054500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_054500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_060000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_060000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_063001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_063001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_064501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_064501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_064501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_070001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_070001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_071501(UTC-3).BirdNET.selection.table.txt,Ceara Gnateater,Unknown
SwiftOne_20250207_071501(UTC-3).BirdNET.selection.table.txt,Ceara Gnateater,Unknown
SwiftOne_20250207_071501(UTC-3).BirdNET.selection.table.txt,Ceara Gnateater,Unknown
SwiftOne_20250207_071501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_071501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_071501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_073001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_073001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_073001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_073001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_073001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_073001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_073001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_073001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_073001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_073001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_073001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_074501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_080001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_081501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_083001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_083001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_083001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_083001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_083001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_083001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_083001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_083001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_083001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_083001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_083001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_083001(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_084501(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_160000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_161500(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_164500(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250207_164500(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250207_164500(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250207_164500(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250207_164500(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250207_164500(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250207_170000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_170000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250207_171500(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250207_171500(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250207_171500(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250207_171500(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250207_171500(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250207_171500(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250207_173000(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250207_173000(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250207_173000(UTC-3).BirdNET.selection.table.txt,Variable Antshrike,Unknown
SwiftOne_20250208_060000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250208_060000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250208_060000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250208_060000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250208_060000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
SwiftOne_20250208_060000(UTC-3).BirdNET.selection.table.txt,Band-tailed Manakin,Unknown
